FIP,YEAR,STATE,HFR,UNIVERSAL,PERMIT
55,2015,Wisconsin,0.434,FALSE,FALSE
55,2016,Wisconsin,0.471,FALSE,FALSE
56,1980,Wyoming,0.775,FALSE,FALSE
56,1981,Wyoming,0.8,FALSE,FALSE
56,1982,Wyoming,0.76,FALSE,FALSE
56,1983,Wyoming,0.733,FALSE,FALSE
56,1984,Wyoming,0.776,FALSE,FALSE
56,1985,Wyoming,0.743,FALSE,FALSE
56,1986,Wyoming,0.756,FALSE,FALSE
56,1987,Wyoming,0.737,FALSE,FALSE
56,1988,Wyoming,0.708,FALSE,FALSE
56,1989,Wyoming,0.766,FALSE,FALSE
56,1990,Wyoming,0.761,FALSE,FALSE
56,1991,Wyoming,0.713,FALSE,FALSE
56,1992,Wyoming,0.705,FALSE,FALSE
56,1993,Wyoming,0.698,FALSE,FALSE
56,1994,Wyoming,0.69,FALSE,FALSE
56,1995,Wyoming,0.685,FALSE,FALSE
56,1996,Wyoming,0.686,FALSE,FALSE
56,1997,Wyoming,0.63,FALSE,FALSE
56,1998,Wyoming,0.625,FALSE,FALSE
56,1999,Wyoming,0.58,FALSE,FALSE
56,2000,Wyoming,0.586,FALSE,FALSE
56,2001,Wyoming,0.606,FALSE,FALSE
56,2002,Wyoming,0.644,FALSE,FALSE
56,2003,Wyoming,0.596,FALSE,FALSE
56,2004,Wyoming,0.607,FALSE,FALSE
56,2005,Wyoming,0.592,FALSE,FALSE
56,2006,Wyoming,0.583,FALSE,FALSE
56,2007,Wyoming,0.621,FALSE,FALSE
56,2008,Wyoming,0.64,FALSE,FALSE
56,2009,Wyoming,0.615,FALSE,FALSE
56,2010,Wyoming,0.572,FALSE,FALSE
56,2011,Wyoming,0.539,FALSE,FALSE
56,2012,Wyoming,0.597,FALSE,FALSE
56,2013,Wyoming,0.613,FALSE,FALSE
56,2014,Wyoming,0.608,FALSE,FALSE
56,2015,Wyoming,0.549,FALSE,FALSE
56,2016,Wyoming,0.607,FALSE,FALSE
